,Desa/Kelurahan,Desa/Kelurahan Terluar,Kabupaten/Kota,Kecamatan,Ketinggian DPL (M),Koordinat Bujur,Koordinat Lintang,Lokasi,Luas (Ha),Provinsi,Status,Tipologi,_id
98,RANTAU PANJANG,Tidak,KABUPATEN SAMBAS,SEBAWI,"0,00","109,265999","1,269129",DESA RANTAU PANJANG KECAMATAN SEBAWI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,99
99,JIRAK,Tidak,KABUPATEN SAMBAS,SAJAD,"0,00","109,356212","1,366400",DESA JIRAK KECAMATAN SAJAD KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"900,00",KALIMANTAN BARAT,DESA,Perladangan,100
100,TENGGULI,Tidak,KABUPATEN SAMBAS,SAJAD,"33,20","109,369625","1,369679",DESA TENGGULI KECAMATAN SAJAD KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.421,00",KALIMANTAN BARAT,DESA,Perladangan,101
101,MEKAR JAYA,Tidak,KABUPATEN SAMBAS,SAJAD,"0,00","109,389744","1,359335",DESA MEKAR JAYA KECAMATAN SAJAD KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"3.631,00",KALIMANTAN BARAT,DESA,Persawahan,102
102,BERINGIN,Tidak,KABUPATEN SAMBAS,SAJAD,"0,00","109,420490","1,341115",DESA BERINGIN KECAMATAN SAJAD KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"7.004,00",KALIMANTAN BARAT,DESA,Perladangan,103
103,DUNGUN LAUT,Tidak,KABUPATEN SAMBAS,JAWAI,"0,00","109,065906","1,304411",DESA DUNGUN LAUT KECAMATAN JAWAI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"850,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,104
104,SENTEBANG,Tidak,KABUPATEN SAMBAS,JAWAI,"13,00","109,071682","1,319308",DESA SENTEBANG KECAMATAN JAWAI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"2.160,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,105
105,SUNGAI NYIRIH,Tidak,KABUPATEN SAMBAS,JAWAI,"0,50","109,059410","1,337791",DESA SUNGAI NYIRIH KECAMATAN JAWAI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"2.172,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,106
106,BAKAU,,KABUPATEN SAMBAS,JAWAI,"0,00","109,090980","1,340717",DESA BAKAU KECAMATAN JAWAI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,107
107,PARIT SETIA,Tidak,KABUPATEN SAMBAS,JAWAI,"0,00","109,101421","1,351163",DESA PARIT SETIA KECAMATAN JAWAI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.080,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,108
108,PELIMPAAN,Tidak,KABUPATEN SAMBAS,JAWAI,"0,00","109,101951","1,362546",DESA PELIMPAAN KECAMATAN JAWAI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.500,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,109
109,SARANG BURUNG KUALA,Tidak,KABUPATEN SAMBAS,JAWAI,"5,00","109,096504","1,380577",DESA SARANG BURUNG KUALA KECAMATAN JAWAI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.382,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,110
110,SARANG BURUNG USRAT,Tidak,KABUPATEN SAMBAS,JAWAI,"50,00","109,096470","1,396930",DESA SARANG BURUNG USRAT KECAMATAN JAWAI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"21.000,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,111
111,SARANG BURUNG KOLAM,Tidak,KABUPATEN SAMBAS,JAWAI,"5,00","109,095707","1,409516",DESA SARANG BURUNG KOLAM KECAMATAN JAWAI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"2.227,50",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,112
112,SUNGAI NILAM,Tidak,KABUPATEN SAMBAS,JAWAI,"0,00","109,094028","1,426357",DESA SUNGAI NILAM KECAMATAN JAWAI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.650,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,113
113,SARANG BURUNG DANAU,,KABUPATEN SAMBAS,JAWAI,"0,00","109,092537","1,462926",DESA SARANG BURUNG DANAU KECAMATAN JAWAI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,114
114,LAMBAU,Tidak,KABUPATEN SAMBAS,JAWAI,"13,00","1,318250","10,904880",DESA LAMBAU KECAMATAN JAWAI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"808,47",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,115
115,MUTUS DARUSSALAM,Tidak,KABUPATEN SAMBAS,JAWAI,"0,00","1,253660","10,904482",DESA MUTUS DARUSSALAM KECAMATAN JAWAI KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.200,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,116
116,JAWAI LAUT,Tidak,KABUPATEN SAMBAS,JAWAI SELATAN,"4,00","109,003410","1,249705",DESA JAWAI LAUT KECAMATAN JAWAI SELATAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"2.984,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,117
117,JELU AIR,Tidak,KABUPATEN SAMBAS,JAWAI SELATAN,"0,00","109,030300","1,225234",DESA JELU AIR KECAMATAN JAWAI SELATAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.800,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,118
118,SARI LABA B,Tidak,KABUPATEN SAMBAS,JAWAI SELATAN,"0,20","109,057559","1,224889",DESA SARI LABA B KECAMATAN JAWAI SELATAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"802,00",KALIMANTAN BARAT,DESA,Persawahan,119
119,SEMPERIUK B,Tidak,KABUPATEN SAMBAS,JAWAI SELATAN,"53,54","109,071853","1,229127",DESA SEMPERIUK B KECAMATAN JAWAI SELATAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"641,00",KALIMANTAN BARAT,DESA,Persawahan,120
120,SABARAN,Tidak,KABUPATEN SAMBAS,JAWAI SELATAN,"13,00","109,089088","1,248786",DESA SABARAN KECAMATAN JAWAI SELATAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"2.220,00",KALIMANTAN BARAT,DESA,Persawahan,121
121,SEMPERIUK A,Tidak,KABUPATEN SAMBAS,JAWAI SELATAN,"30,00","109,070000","1,250000",DESA SEMPERIUK A KECAMATAN JAWAI SELATAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"427,00",KALIMANTAN BARAT,DESA,Persawahan,122
122,SARI LABA A,Tidak,KABUPATEN SAMBAS,JAWAI SELATAN,"15,00","109,053070","1,260847",DESA SARI LABA A KECAMATAN JAWAI SELATAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"525,00",KALIMANTAN BARAT,DESA,Persawahan,123
123,MATANG TERAP,Tidak,KABUPATEN SAMBAS,JAWAI SELATAN,"0,00","109,039463","1,276703",DESA MATANG TERAP KECAMATAN JAWAI SELATAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"540,00",KALIMANTAN BARAT,DESA,Persawahan,124
124,SUAH API,Tidak,KABUPATEN SAMBAS,JAWAI SELATAN,"50,00","109,063911","1,285083",DESA SUAH API KECAMATAN JAWAI SELATAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"425,00",KALIMANTAN BARAT,DESA,Persawahan,125
125,TELUK KASEH,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"0,00","109,175632","1,317118",DESA TELUK KASEH KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"53.777,00",KALIMANTAN BARAT,DESA,Perladangan,126
126,SENGAWANG,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"0,00","109,175145","1,328406",DESA SENGAWANG KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"3.054,00",KALIMANTAN BARAT,DESA,Perladangan,127
127,SUNGAI BARU,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"0,00","109,176721","1,339867",DESA SUNGAI BARU KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"3.150,00",KALIMANTAN BARAT,DESA,Perladangan,128
128,BERLIMANG,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"5,00","109,197222","1,349213",DESA BERLIMANG KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"2.863,00",KALIMANTAN BARAT,DESA,Perladangan,129
129,PURINGAN,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"5,00","109,185385","1,365695",DESA PURINGAN KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.160,00",KALIMANTAN BARAT,DESA,Perladangan,130
130,KUBANGGA,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"0,00","109,244286","1,377105",DESA KUBANGGA KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.119,00",KALIMANTAN BARAT,DESA,Perladangan,131
131,TAMBATAN,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"0,00","109,241420","1,391704",DESA TAMBATAN KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.728,00",KALIMANTAN BARAT,DESA,Perladangan,132
132,LELA,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"6,00","109,141514","12,826356",DESA LELA KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"3.848,00",KALIMANTAN BARAT,DESA,Perladangan,133
133,SUNGAI KUMPAI,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"2,00","0,000000","0,000000",DESA SUNGAI KUMPAI KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"3.156,14",KALIMANTAN BARAT,DESA,Perladangan,134
134,SEKURA,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"5,00","109,180575","1,441557",DESA SEKURA KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"4.277,50",KALIMANTAN BARAT,DESA,Perladangan,135
135,SEPADU,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"0,00","109,249201","1,412229",DESA SEPADU KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.150,00",KALIMANTAN BARAT,DESA,Perladangan,136
136,TANJUNG KERUCUT,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"7,25","109,144057","1,282892",DESA TANJUNG KERUCUT KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"3.000,00",KALIMANTAN BARAT,DESA,Perladangan,137
137,SEBAGU,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"10,00","109,216803","1,482474",DESA SEBAGU KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.140,00",KALIMANTAN BARAT,DESA,Perladangan,138
138,KUALA PANGKALAN KERAMAT,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"8,00","109,317877","1,501056",DESA KUALA PANGKALAN KERAMAT KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"2.114,88",KALIMANTAN BARAT,DESA,Perladangan,139
139,MEKAR SEKUNTUM,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"10,00","109,336110","1,461986",DESA MEKAR SEKUNTUM KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"20.000,00",KALIMANTAN BARAT,DESA,Perladangan,140
140,TELUK KEMBANG,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"0,00","109,277100","1,455500",DESA TELUK KEMBANG KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.450,00",KALIMANTAN BARAT,DESA,Perladangan,141
141,SUNGAI SERABEK,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"0,00","109,272134","1,477411",DESA SUNGAI SERABEK KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"950,00",KALIMANTAN BARAT,DESA,Perladangan,142
142,PEDADA,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"8,00","109,221098","1,457590",DESA PEDADA KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"400,00",KALIMANTAN BARAT,DESA,Persawahan,143
143,TRI MANDAYAN,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"2,00","109,161658","1,465502",DESA TRI MANDAYAN KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"2.171,05",KALIMANTAN BARAT,DESA,Persawahan,144
144,SAYANG SEDAYU,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"4,00","109,284498","1,493307",DESA SAYANG SEDAYU KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"625,00",KALIMANTAN BARAT,DESA,Persawahan,145
145,SAMUSTIDA,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"0,00","109,262131","1,551139",DESA SAMUSTIDA KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"4.528,00",KALIMANTAN BARAT,DESA,Persawahan,146
146,PIPIT TEJA,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"0,00","109,231390","1,518967",DESA PIPIT TEJA KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,147
147,MULIA,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"3,00","109,206368","1,539073",DESA MULIA KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"979,00",KALIMANTAN BARAT,DESA,Persawahan,148
148,MATANG SEGANTAR,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"0,00","109,227052","1,561876",DESA MATANG SEGANTAR KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"925,00",KALIMANTAN BARAT,DESA,Persawahan,149
149,SABING,Tidak,KABUPATEN SAMBAS,TELUK KERAMAT,"1,50","109,000000","1,000000",DESA SABING KECAMATAN TELUK KERAMAT KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.650,00",KALIMANTAN BARAT,DESA,Perladangan,150
150,RATU SEPUDAK,Tidak,KABUPATEN SAMBAS,GALING,"0,05","109,354871","1,483844",DESA RATU SEPUDAK KECAMATAN GALING KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.400,00",KALIMANTAN BARAT,DESA,Perladangan,151
151,SUNGAI PALAH,Tidak,KABUPATEN SAMBAS,GALING,"0,00","109,389076","1,516873",DESA SUNGAI PALAH KECAMATAN GALING KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"3.200,00",KALIMANTAN BARAT,DESA,Perladangan,152
152,SAGU,Tidak,KABUPATEN SAMBAS,GALING,"0,00","109,392153","1,627580",DESA SAGU KECAMATAN GALING KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"4.164,00",KALIMANTAN BARAT,DESA,Perladangan,153
153,TEMPAPAN KUALA,Tidak,KABUPATEN SAMBAS,GALING,"0,00","109,308107","1,572830",DESA TEMPAPAN KUALA KECAMATAN GALING KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"2.938,00",KALIMANTAN BARAT,DESA,Perladangan,154
154,GALING,Tidak,KABUPATEN SAMBAS,GALING,"1,00","109,341812","1,508690",DESA GALING KECAMATAN GALING KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"3.014,00",KALIMANTAN BARAT,DESA,Perladangan,155
155,TEMPAPAN HULU,Tidak,KABUPATEN SAMBAS,GALING,"5,00","109,338074","1,644418",DESA TEMPAPAN HULU KECAMATAN GALING KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"7.813,00",KALIMANTAN BARAT,DESA,Perladangan,156
156,TRI KEMBANG,Tidak,KABUPATEN SAMBAS,GALING,"0,00","109,352293","1,467301",DESA TRI KEMBANG KECAMATAN GALING KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,157
157,TRI GADU,Tidak,KABUPATEN SAMBAS,GALING,"0,00","109,311502","1,521745",DESA TRI GADU KECAMATAN GALING KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.440,00",KALIMANTAN BARAT,DESA,Perladangan,158
158,SIJANG,Tidak,KABUPATEN SAMBAS,GALING,"11,00","32,440499","17,259043",DESA SIJANG KECAMATAN GALING KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"5.200,00",KALIMANTAN BARAT,DESA,Perladangan,159
159,TELUK PANDAN,Tidak,KABUPATEN SAMBAS,GALING,"0,00","109,360097","1,603587",DESA TELUK PANDAN KECAMATAN GALING KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"3.838,00",KALIMANTAN BARAT,DESA,Persawahan,160
160,SEMATA,Tidak,KABUPATEN SAMBAS,TANGARAN,"0,00","109,123385","1,494316",DESA SEMATA KECAMATAN TANGARAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"2.016,00",KALIMANTAN BARAT,DESA,Persawahan,161
161,TANGARAN,Tidak,KABUPATEN SAMBAS,TANGARAN,"0,00","109,177269","1,513628",DESA TANGARAN KECAMATAN TANGARAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.823,00",KALIMANTAN BARAT,DESA,Persawahan,162
162,MERPATI,Tidak,KABUPATEN SAMBAS,TANGARAN,"0,00","109,163408","1,524159",DESA MERPATI KECAMATAN TANGARAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1,28",KALIMANTAN BARAT,DESA,Persawahan,163
163,SIMPANG EMPAT,Tidak,KABUPATEN SAMBAS,TANGARAN,"1,00","109,099287","1,522512",DESA SIMPANG EMPAT KECAMATAN TANGARAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"8.350,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,164
164,PANCUR,Tidak,KABUPATEN SAMBAS,TANGARAN,"0,00","109,135157","1,555816",DESA PANCUR KECAMATAN TANGARAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"840,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,165
165,ARUNG PARAK,Tidak,KABUPATEN SAMBAS,TANGARAN,"10,00","109,151347","1,585623",DESA ARUNG PARAK KECAMATAN TANGARAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"781,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,166
166,MERABUAN,Tidak,KABUPATEN SAMBAS,TANGARAN,"0,00","109,185978","1,555543",DESA MERABUAN KECAMATAN TANGARAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.200,00",KALIMANTAN BARAT,DESA,Persawahan,167
167,ARUNG MEDANG,Tidak,KABUPATEN SAMBAS,TANGARAN,"1.500,00","1,579053","0,000000",DESA ARUNG MEDANG KECAMATAN TANGARAN KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"927,48",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,168
168,SEPANTAI,Tidak,KABUPATEN SAMBAS,SEJANGKUNG,"22,00","109,542484","1,315498",DESA SEPANTAI KECAMATAN SEJANGKUNG KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"25.000,00",KALIMANTAN BARAT,DESA,Persawahan,169
169,SEMANGGA,Tidak,KABUPATEN SAMBAS,SEJANGKUNG,"54,00","109,501133","1,427889",DESA SEMANGGA KECAMATAN SEJANGKUNG KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"3.350,00",KALIMANTAN BARAT,DESA,Persawahan,170
170,PERIGI LIMUS,Tidak,KABUPATEN SAMBAS,SEJANGKUNG,"0,00","109,417839","1,402334",DESA PERIGI LIMUS KECAMATAN SEJANGKUNG KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,171
171,SENUJUH,Tidak,KABUPATEN SAMBAS,SEJANGKUNG,"0,00","109,410080","1,448992",DESA SENUJUH KECAMATAN SEJANGKUNG KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"6.100,00",KALIMANTAN BARAT,DESA,Persawahan,172
172,SENDOYAN,Tidak,KABUPATEN SAMBAS,SEJANGKUNG,"0,00","109,389484","1,430582",DESA SENDOYAN KECAMATAN SEJANGKUNG KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"2.400,00",KALIMANTAN BARAT,DESA,Perladangan,173
173,PERIGI LANDU,Tidak,KABUPATEN SAMBAS,SEJANGKUNG,"0,00","109,342414","1,422030",DESA PERIGI LANDU KECAMATAN SEJANGKUNG KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.881,00",KALIMANTAN BARAT,DESA,Persawahan,174
174,PARIT RAJA,Tidak,KABUPATEN SAMBAS,SEJANGKUNG,"0,00","109,324142","1,408559",DESA PARIT RAJA KECAMATAN SEJANGKUNG KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"3.350,00",KALIMANTAN BARAT,DESA,Persawahan,175
175,PIANTUS,Tidak,KABUPATEN SAMBAS,SEJANGKUNG,"0,00","109,303718","1,424830",DESA PIANTUS KECAMATAN SEJANGKUNG KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.150,00",KALIMANTAN BARAT,DESA,Persawahan,176
176,SEKUDUK,Tidak,KABUPATEN SAMBAS,SEJANGKUNG,"0,00","109,291145","1,410291",DESA SEKUDUK KECAMATAN SEJANGKUNG KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.205,00",KALIMANTAN BARAT,DESA,Persawahan,177
177,SETALIK,Tidak,KABUPATEN SAMBAS,SEJANGKUNG,"0,00","109,304169","1,383600",DESA SETALIK KECAMATAN SEJANGKUNG KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"746,69",KALIMANTAN BARAT,DESA,Persawahan,178
178,PENAKALAN,Tidak,KABUPATEN SAMBAS,SEJANGKUNG,"0,00","109,284264","1,377875",DESA PENAKALAN KECAMATAN SEJANGKUNG KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"680,00",KALIMANTAN BARAT,DESA,Persawahan,179
179,SULUNG,,KABUPATEN SAMBAS,SEJANGKUNG,"0,00","109,272625","1,396968",DESA SULUNG KECAMATAN SEJANGKUNG KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,180
180,SEBUNGA,Ya,KABUPATEN SAMBAS,SAJINGAN BESAR,"0,00","0,000000","0,000000",DESA SEBUNGA KECAMATAN SAJINGAN BESAR KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"28.531,00",KALIMANTAN BARAT,DESA,Persawahan,181
181,KALIAU`,Ya,KABUPATEN SAMBAS,SAJINGAN BESAR,"1.500,00","109,557823","1,596696",DESA KALIAU` KECAMATAN SAJINGAN BESAR KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"197,74",KALIMANTAN BARAT,DESA,Kehutanan,182
182,SENATAB,Tidak,KABUPATEN SAMBAS,SAJINGAN BESAR,"0,00","109,583544","1,723434",DESA SENATAB KECAMATAN SAJINGAN BESAR KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Kehutanan,183
183,SANTABAN,Tidak,KABUPATEN SAMBAS,SAJINGAN BESAR,"0,00","109,474207","1,691270",DESA SANTABAN KECAMATAN SAJINGAN BESAR KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"18.000,00",KALIMANTAN BARAT,DESA,Persawahan,184
184,SUNGAI BENING,Ya,KABUPATEN SAMBAS,SAJINGAN BESAR,"0,00","109,545935","1,810905",DESA SUNGAI BENING KECAMATAN SAJINGAN BESAR KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Kehutanan,185
185,KALIMANTAN,Tidak,KABUPATEN SAMBAS,PALOH,"32,00","109,182178","1,608986",DESA KALIMANTAN KECAMATAN PALOH KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"64,87",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,186
186,MATANG DANAU,Tidak,KABUPATEN SAMBAS,PALOH,"0,00","109,216667","1,602761",DESA MATANG DANAU KECAMATAN PALOH KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"1.937,75",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,187
187,TANAH HITAM,Tidak,KABUPATEN SAMBAS,PALOH,"0,00","109,257179","1,618186",DESA TANAH HITAM KECAMATAN PALOH KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"120,06",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,188
188,MALEK,Tidak,KABUPATEN SAMBAS,PALOH,"0,00","109,297271","1,653958",DESA MALEK KECAMATAN PALOH KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"13.670,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,189
189,NIBUNG,Tidak,KABUPATEN SAMBAS,PALOH,"11,00","109,309973","1,714684",DESA NIBUNG KECAMATAN PALOH KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"15.430,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,190
190,SEBUBUS,Tidak,KABUPATEN SAMBAS,PALOH,"0,00","109,361240","1,770079",DESA SEBUBUS KECAMATAN PALOH KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"32.621,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,191
191,TEMAJUK,Ya,KABUPATEN SAMBAS,PALOH,"10,00","109,535627","1,976209",DESA TEMAJUK KECAMATAN PALOH KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"23.000,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,192
192,MENTIBAR,Tidak,KABUPATEN SAMBAS,PALOH,"2.000,00","109,408502","1,876903",DESA MENTIBAR KECAMATAN PALOH KABUPATEN SAMBAS PROVINSI KALIMANTAN BARAT,"7.300,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,193
193,SUNGAI DURI,Tidak,KABUPATEN BENGKAYANG,SUNGAI RAYA,"16,00","109,000000","0,000000",DESA SUNGAI DURI KECAMATAN SUNGAI RAYA KABUPATEN BENGKAYANG PROVINSI KALIMANTAN BARAT,"3.000,00",KALIMANTAN BARAT,DESA,Pesisir/Nelayan,194
